observation.state,action,episode_index,frame_index,timestamp,next.done,index,task_index,data_file
"[-1.0602333e-02 -9.2954242e-01  1.1558044e+00 -6.0857362e-03
 -2.9811144e-01 -2.9632414e-04  2.2371939e-01 -1.0373848e-02
 -8.7518573e-01  1.1815187e+00 -3.6184420e-03 -1.8544592e-01
  8.0371842e-02  1.8348913e-01]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30679616  0.
  0.23249647 -0.00920388 -0.8329516   1.1780972  -0.00153398 -0.13345633
  0.10124274  0.2011479 ]",7,24,0.48,False,2824,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0619528e-02 -9.2931372e-01  1.1558084e+00 -6.0491934e-03
 -2.9809362e-01  9.2049893e-05  2.2492297e-01 -1.0293852e-02
 -8.6316246e-01  1.1817251e+00 -4.0207664e-03 -1.6111507e-01
  1.0318282e-01  1.8513776e-01]","[-0.01073787 -0.9295924   1.1550876  -0.00306796 -0.30679616  0.
  0.23249647 -0.00306796 -0.8237477   1.1780972  -0.00306796 -0.1119806
  0.12425245  0.20277385]",7,25,0.5,False,2825,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0634841e-02 -9.2934173e-01  1.1567531e+00 -5.7822266e-03
 -2.9839918e-01  2.5793976e-05  2.2595361e-01 -9.6531929e-03
 -8.5393262e-01  1.1818948e+00 -4.4878884e-03 -1.3664074e-01
  1.2668194e-01  1.8641926e-01]","[-0.01073787 -0.9280584   1.1566216  -0.00306796 -0.30679616  0.
  0.23249647  0.00460194 -0.81454384  1.1780972  -0.00460194 -0.09510681
  0.14266022  0.20604897]",7,26,0.52,False,2826,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.06484760e-02 -9.29268360e-01  1.15833402e+00 -5.70734078e-03
 -2.98536539e-01 -1.51858592e-06  2.26825267e-01 -8.19779653e-03
 -8.45479488e-01  1.18197525e+00 -5.00587747e-03 -1.14897065e-01
  1.45442367e-01  1.87629789e-01]","[-0.01073787 -0.9295924   1.1566216  -0.00306796 -0.30679616  0.
  0.23249647  0.01687379 -0.8068739   1.1780972  -0.0076699  -0.08130098
  0.15493207  0.20769803]",7,27,0.54,False,2827,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0660312e-02 -9.2931283e-01  1.1595626e+00 -5.8107441e-03
 -2.9818648e-01  9.7894881e-06  2.2758785e-01 -5.5652312e-03
 -8.3764881e-01  1.1820034e+00 -6.5319096e-03 -9.6371070e-02
  1.5722175e-01  1.8867232e-01]","[-0.01073787 -0.9295924   1.1581556  -0.00306796 -0.30679616  0.
  0.23249647  0.03067962 -0.800738    1.1765633  -0.01073787 -0.06902914
  0.16413595  0.20935504]",7,28,0.56,False,2828,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0670371e-02 -9.2944384e-01  1.1606522e+00 -5.8641196e-03
 -2.9804817e-01 -1.1216172e-05  2.2826421e-01 -1.5776919e-03
 -8.3031040e-01  1.1815220e+00 -9.6807620e-03 -8.0480181e-02
  1.6543809e-01  1.8964624e-01]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30679616  0.
  0.23249647  0.04755341 -0.7946021   1.1765633  -0.01380583 -0.06289321
  0.1672039   0.2101864 ]",7,29,0.58,False,2829,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0679083e-02 -9.2935634e-01  1.1614321e+00 -5.9074569e-03
 -2.9795355e-01 -5.4837751e-06  2.2885163e-01  3.9307722e-03
 -8.2324892e-01  1.1809579e+00 -1.2851250e-02 -6.8334825e-02
  1.6842963e-01  1.9058971e-01]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30679616  0.00153398
  0.23249647  0.06596117 -0.79000014  1.1765633  -0.01380583 -0.05368933
  0.16873789  0.2101864 ]",7,30,0.6,False,2830,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01068671 -0.9291801   1.1618109  -0.00607197 -0.29785967  0.00142559
  0.22935656  0.01102829 -0.8165963   1.1805794  -0.01506362 -0.05839228
  0.16889077  0.19152784]","[-0.01073787 -0.9295924   1.1581556  -0.00460194 -0.30679616  0.00153398
  0.23249647  0.08590293 -0.7869322   1.1750293  -0.01380583 -0.04601942
  0.17180586  0.21101983]",7,31,0.62,False,2831,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01069386 -0.9292299   1.161954   -0.00646691 -0.29779965  0.00190763
  0.229773    0.03759862 -0.8105675   1.1799064  -0.0132967  -0.04926818
  0.1726231   0.18686976]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30833015  0.00306796
  0.23249647  0.1043107  -0.7823302   1.1734953  -0.01380583 -0.04141748
  0.17487381  0.21101983]",7,32,0.64,False,2832,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01069904 -0.92917293  1.1619872  -0.00660335 -0.2983026   0.00286208
  0.23017947  0.05489468 -0.80495113  1.1788088  -0.01649703 -0.04179455
  0.17499837  0.19173269]","[-0.01073787 -0.9295924   1.1581556  -0.00306796 -0.30679616  0.00306796
  0.23249647  0.12271847 -0.77926224  1.1719613  -0.01380583 -0.03528156
  0.1764078   0.21185525]",7,33,0.66,False,2833,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01070353 -0.9292407   1.1619682  -0.00612632 -0.29843277  0.00328052
  0.23053831  0.07000855 -0.79977036  1.1774168  -0.01730015 -0.03532558
  0.17640685  0.1941022 ]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30833015  0.00153398
  0.23249647  0.13959226 -0.7761943   1.1704273  -0.01227185 -0.02914564
  0.17947575  0.21185525]",7,34,0.68,False,2834,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01070812 -0.92918533  1.1619548  -0.00563586 -0.29876283  0.00166888
  0.23080973  0.08814502 -0.79502845  1.1758828  -0.01603043 -0.02921176
  0.17956062  0.19465493]","[-0.01073787 -0.9280584   1.1566216  -0.00306796 -0.30679616  0.00153398
  0.23249647  0.14879614 -0.77466035  1.1673595  -0.01227185 -0.02454369
  0.18254372  0.21185525]",7,35,0.7,False,2835,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.0107126  -0.92904496  1.1614661  -0.00582429 -0.29856032  0.00121574
  0.2310145   0.09734002 -0.79084337  1.1738672  -0.01620625 -0.02342588
  0.18259473  0.1984362 ]","[-0.01073787 -0.9280584   1.1566216  -0.00306796 -0.30679616  0.00153398
  0.23249647  0.16260196 -0.7715924   1.1642915  -0.01073787 -0.01380583
  0.18561168  0.21185525]",7,36,0.72,False,2836,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01071577 -0.92892283  1.1609031  -0.00594699 -0.29833952  0.0015382
  0.23123856  0.107269   -0.78700787  1.1712366  -0.01463918 -0.01651651
  0.18594992  0.19927084]","[-0.01073787 -0.9280584   1.1566216  -0.00306796 -0.30679616  0.00153398
  0.23249647  0.17487381 -0.7669904   1.1596895  -0.00920388 -0.00153398
  0.18867964  0.21269248]",7,37,0.74,False,2837,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01071848 -0.92882663  1.1605777  -0.00586662 -0.29827833  0.00157644
  0.23143865  0.12106346 -0.7831485   1.1677927  -0.01236635 -0.00749347
  0.18927011  0.1988841 ]","[-0.01073787 -0.9295924   1.1550876  -0.00306796 -0.30833015  0.00153398
  0.23249647  0.18561168 -0.76238847  1.1550876  -0.00920388  0.01227185
  0.19328159  0.21269248]",7,38,0.76,False,2838,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01072112 -0.92894864  1.1599921  -0.00585453 -0.29843313  0.00153209
  0.23159932  0.13144524 -0.7791495   1.1636775  -0.01198846  0.00343742
  0.19344729  0.20060539]","[-0.01073787 -0.9280584   1.1550876  -0.00306796 -0.30833015  0.
  0.23249647  0.19634955 -0.7562525   1.1489516  -0.00920388  0.02761165
  0.1994175   0.21353163]",7,39,0.78,False,2839,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0723221e-02 -9.2895359e-01  1.1593834e+00 -5.6971693e-03
 -2.9896915e-01  9.1469265e-05  2.3174991e-01  1.4127342e-01
 -7.7481651e-01  1.1587452e+00 -1.1989604e-02  1.6256196e-02
  1.9983163e-01  2.0145831e-01]","[-0.01227185 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.20555343 -0.7470487   1.1428157  -0.00920388  0.04601942
  0.20555343  0.21690844]",7,40,0.8,False,2840,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01085222 -0.9288599   1.158099   -0.00586082 -0.29904658 -0.00172675
  0.23191318  0.15041567 -0.76970726  1.1530981  -0.01180952  0.03104287
  0.20628092  0.20249906]","[-0.01073787 -0.9280584   1.1520196  -0.00460194 -0.30833015 -0.00153398
  0.23249647  0.21475732 -0.73937875  1.1366798  -0.00920388  0.06289321
  0.21168935  0.22117355]",7,41,0.82,False,2841,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01090213 -0.92877775  1.1568358  -0.00661816 -0.2993428  -0.00177941
  0.23196074  0.15947951 -0.76395637  1.1471215  -0.0115774   0.0470381
  0.21237656  0.20368847]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2239612  -0.72403896  1.1259419  -0.00920388  0.08590293
  0.21935926  0.23073252]",7,42,0.84,False,2842,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01088745 -0.9287154   1.1561333  -0.00646588 -0.2996912  -0.00299622
  0.2321225   0.16870789 -0.75578797  1.1395243  -0.01178744  0.06548525
  0.21992026  0.20555699]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.22702916 -0.71636903  1.12134    -0.00920388  0.09817477
  0.22242722  0.23873433]",7,43,0.86,False,2843,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01086875 -0.9286659   1.1558472  -0.00615052 -0.29985368 -0.00336403
  0.2322306   0.17628045 -0.74715495  1.1322428  -0.01113968  0.08265182
  0.22349326  0.20871401]","[-0.01073787 -0.9280584   1.1550876  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.23009713 -0.7040972   1.1152041  -0.00920388  0.11811652
  0.22702916  0.2533677 ]",7,44,0.88,False,2844,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01085184 -0.92863256  1.1567045  -0.00583616 -0.30021903 -0.00303874
  0.23231773  0.18314043 -0.73361003  1.1255509  -0.01127638  0.09914584
  0.22715989  0.21316144]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.23316509 -0.69182533  1.1090682  -0.00920388  0.13499032
  0.22856314  0.27240536]",7,45,0.9,False,2845,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01083731 -0.92859274  1.1568915  -0.00581833 -0.29970193 -0.00298229
  0.23238067  0.18949021 -0.7206824   1.1193826  -0.01111246  0.11685123
  0.22922063  0.21890593]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.6810875   1.1029322  -0.00920388  0.1518641
  0.23009713  0.29739434]",7,46,0.92,False,2846,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01082448 -0.92856055  1.1564567  -0.00602005 -0.29941747 -0.00165907
  0.23244081  0.1951563  -0.7109226   1.1134213  -0.01109583  0.13478534
  0.23028229  0.22667255]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30679616 -0.00153398
  0.23249647  0.2316311  -0.6672817   1.0983303  -0.00920388  0.1672039
  0.23009713  0.32808137]",7,47,0.94,False,2847,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01081286 -0.9285408   1.156081   -0.00584809 -0.29906577 -0.0012569
  0.232517    0.19997568 -0.6961719   1.1076499  -0.01114224  0.15075895
  0.23028399  0.23748615]","[-0.01227185 -0.9280584   1.1520196  -0.00306796 -0.30679616 -0.00153398
  0.23249647  0.23316509 -0.6565438   1.0937283  -0.00920388  0.17947575
  0.23009713  0.3676151 ]",7,48,0.96,False,2848,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01093007 -0.9285261   1.1558874  -0.00579653 -0.29868585 -0.00154302
  0.23259829  0.20423174 -0.6855253   1.102722   -0.01113206  0.16639662
  0.23012558  0.25110376]","[-0.01227185 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.64733994  1.0921943  -0.00920388  0.18561168
  0.23009713  0.41245586]",7,49,0.98,False,2849,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01109606 -0.92851245  1.1558298  -0.005847   -0.2988386  -0.00158737
  0.23264004  0.20799002 -0.6774788   1.099028   -0.01112221  0.1784961
  0.23014873  0.2684385 ]","[-0.01073787 -0.9295924   1.1520196  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.638136    1.0891263  -0.00920388  0.1917476
  0.23009713  0.46859238]",7,50,1.0,False,2850,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01112128 -0.928705    1.1558201  -0.00579486 -0.2991318  -0.00153575
  0.23262116  0.21126628 -0.6689341   1.0959517  -0.01118971  0.18759738
  0.23017499  0.29027766]","[-0.01073787 -0.9280584   1.1520196  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.23316509 -0.6289321   1.0860584  -0.00920388  0.19481556
  0.2316311   0.53350395]",7,51,1.02,False,2851,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01108003 -0.9287629   1.1558067  -0.00563634 -0.29940403 -0.00295074
  0.2326327   0.21411732 -0.6594695   1.0929742  -0.01141844  0.19431111
  0.23158891  0.31716347]","[-0.01073787 -0.9280584   1.1550876  -0.00460194 -0.30679616 -0.00306796
  0.23249647  0.23316509 -0.61972827  1.0860584  -0.00920388  0.19481556
  0.2316311   0.60659873]",7,52,1.04,False,2852,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01103759 -0.928724    1.1567208  -0.00634976 -0.29950285 -0.00330745
  0.23259962  0.21659617 -0.65015787  1.0909424  -0.01117416  0.19813858
  0.23198532  0.34958693]","[-0.01073787 -0.9280584   1.1550876  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.23316509 -0.61205834  1.0845244  -0.00920388  0.19481556
  0.2316311   0.690151  ]",7,53,1.06,False,2853,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01099793 -0.92867243  1.1578561  -0.00659369 -0.2993914  -0.00313951
  0.23268332  0.21875267 -0.6422107   1.0895317  -0.01109072  0.200303
  0.23170954  0.3880126 ]","[-0.01073787 -0.9295924   1.1566216  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2316311  -0.6028545   1.0845244  -0.00920388  0.19481556
  0.2316311   0.7722965 ]",7,54,1.08,False,2854,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01096351 -0.92883134  1.159008   -0.00621773 -0.2994297  -0.00307269
  0.23275506  0.22050165 -0.6336349   1.0885738  -0.01117562  0.20109606
  0.23163693  0.43225545]","[-0.01073787 -0.9280584   1.1566216  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2316311  -0.5936506   1.0845244  -0.00920388  0.19481556
  0.23009713  0.8590318 ]",7,55,1.1,False,2855,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01093417 -0.92885965  1.1598493  -0.00594217 -0.29940978 -0.00304193
  0.23277716  0.22195874 -0.6241702   1.0880976  -0.01109856  0.20132455
  0.230274    0.48179772]","[-0.01073787 -0.9295924   1.1581556  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.23316509 -0.58598065  1.0860584  -0.01073787  0.19481556
  0.23009713  0.94201   ]",7,56,1.12,False,2856,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.0109088  -0.928994    1.1607347  -0.00580352 -0.29949334 -0.00305984
  0.23278873  0.22334652 -0.6161151   1.0884451  -0.0119233   0.20147802
  0.22996213  0.5357905 ]","[-0.01073787 -0.9295924   1.1581556  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.5767768   1.0875924  -0.01073787  0.19481556
  0.2316311   1.0178554 ]",7,57,1.14,False,2857,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01088677 -0.9291935   1.1614438  -0.00596975 -0.29945806 -0.00163335
  0.23278907  0.22461659 -0.6075119   1.0894126  -0.01283893  0.20140019
  0.23156959  0.5894139 ]","[-0.01073787 -0.9280584   1.1581556  -0.00460194 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.5675729   1.0906603  -0.00920388  0.19634955
  0.23469907  1.0915445 ]",7,58,1.16,False,2858,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.0867854e-02 -9.2916006e-01  1.1617965e+00 -6.4450041e-03
 -2.9943946e-01 -1.1603731e-03  2.3277366e-01  2.2560106e-01
 -5.9809911e-01  1.0911887e+00 -1.2504371e-02  2.0159009e-01
  2.3471990e-01  6.3806087e-01]","[-0.01227185 -0.9280584   1.1581556  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.55836904  1.0906603  -0.0076699   0.1994175
  0.23776703  1.1435838 ]",7,59,1.18,False,2859,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01097712 -0.9290275   1.1619295  -0.00654099 -0.29944468 -0.00164351
  0.23286605  0.22652158 -0.5886354   1.0927618  -0.01111822  0.20326751
  0.23818135  0.6804296 ]","[-0.01073787 -0.9280584   1.1581556  -0.00460194 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.5491651   1.0937283  -0.00613592  0.20248547
  0.24236897  1.1687723 ]",7,60,1.2,False,2860,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01101041 -0.92890877  1.1619625  -0.00678165 -0.29947376 -0.00156671
  0.2328197   0.22737889 -0.5795361   1.0945493  -0.00943997  0.20549309
  0.24266258  0.7173674 ]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.5384273   1.0952623  -0.00460194  0.20248547
  0.25003886  1.1708769 ]",7,61,1.22,False,2861,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.010982   -0.928814    1.1619619  -0.00658129 -0.29951563 -0.00157688
  0.23284747  0.22800513 -0.5683503   1.0964212  -0.00801757  0.20711084
  0.25035906  0.7495951 ]","[-0.01073787 -0.9295924   1.1581556  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.5292234   1.0952623  -0.00613592  0.20248547
  0.2577088   1.1666687 ]",7,62,1.24,False,2862,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01095096 -0.92894226  1.1619611  -0.00610905 -0.2995094  -0.00154617
  0.23286283  0.22848606 -0.55896604  1.0978075  -0.00750336  0.20867388
  0.25888243  0.7773388 ]","[-0.01227185 -0.9280584   1.1581556  -0.00460194 -0.30833015  0.
  0.23249647  0.23316509 -0.51848555  1.0967963  -0.00613592  0.20248547
  0.26537868  1.1666687 ]",7,63,1.26,False,2863,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-1.1051192e-02 -9.2894930e-01  1.1619474e+00 -6.6474057e-03
 -2.9957715e-01  5.8160927e-06  2.3284467e-01  2.2902386e-01
 -5.4858685e-01  1.0988600e+00 -7.6944125e-03  2.0910914e-01
  2.6638532e-01  8.0148578e-01]","[-0.01073787 -0.9280584   1.1596895  -0.00306796 -0.30679616 -0.00153398
  0.23249647  0.2316311  -0.50774765  1.0967963  -0.00613592  0.20248547
  0.2715146   1.1666687 ]",7,64,1.28,False,2864,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01107353 -0.92886674  1.1623954  -0.00623133 -0.29938573 -0.00121749
  0.23286995  0.22942682 -0.537334    1.0995748  -0.00783791  0.20924461
  0.27238187  0.822542  ]","[-0.01073787 -0.9280584   1.1596895  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.4954758   1.0983303  -0.0076699   0.20248547
  0.27458256  1.1666687 ]",7,65,1.3,False,2865,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01103782 -0.92878354  1.1629678  -0.00597705 -0.29926416 -0.00187995
  0.23283565  0.22984816 -0.5244848   1.1003327  -0.00833193  0.2089737
  0.2755211   0.84092546]","[-0.01073787 -0.9295924   1.1596895  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.48473793  1.0998642  -0.0076699   0.20248547
  0.27765054  1.1666687 ]",7,66,1.32,False,2866,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01099988 -0.9289167   1.1633165  -0.00593893 -0.29924524 -0.00153037
  0.23282783  0.23027176 -0.5140269   1.1015481  -0.00912286  0.20909327
  0.27790222  0.8567872 ]","[-0.01073787 -0.9295924   1.1612235  -0.00460194 -0.30833015 -0.00153398
  0.23249647  0.23316509 -0.47246608  1.1029322  -0.0076699   0.20248547
  0.2807185   1.1666687 ]",7,67,1.34,False,2867,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01096664 -0.9291339   1.1639259  -0.00640983 -0.29948708 -0.00139895
  0.23279095  0.23064756 -0.5018676   1.1033233  -0.00965703  0.20860882
  0.28094262  0.870805  ]","[-0.01073787 -0.9280584   1.1596895  -0.00306796 -0.30679616 -0.00153398
  0.23249647  0.23316509 -0.46172822  1.1060002  -0.0076699   0.20095149
  0.2807185   1.1666687 ]",7,68,1.36,False,2868,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01093623 -0.9291137   1.1640357  -0.00654969 -0.29899332 -0.00162173
  0.23283297  0.2309737  -0.4910579   1.1058679  -0.00933873  0.20814088
  0.28135356  0.8828614 ]","[-0.01073787 -0.9280584   1.1612235  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.45099038  1.1075342  -0.0076699   0.1994175
  0.2807185   1.1666687 ]",7,69,1.38,False,2869,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01090989 -0.928993    1.1642867  -0.00618866 -0.2990775  -0.00160275
  0.23286724  0.23113132 -0.48070917  1.10829    -0.00932349  0.20743722
  0.28074571  0.8933361 ]","[-0.01073787 -0.9280584   1.1596895  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.43871853  1.1075342  -0.0076699   0.19634955
  0.2807185   1.1666687 ]",7,70,1.4,False,2870,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01088757 -0.9288795   1.1641918  -0.00594462 -0.29912513 -0.00149295
  0.232864    0.23120557 -0.46755618  1.1097285  -0.00963991  0.20582718
  0.28072235  0.9024368 ]","[-0.01073787 -0.9280584   1.1596895  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.42798066  1.1075342  -0.0076699   0.19328159
  0.2807185   1.1666687 ]",7,71,1.42,False,2871,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01086822 -0.9287896   1.1638584  -0.00582789 -0.29926056 -0.00151668
  0.23285586  0.23126155 -0.4569409   1.110488   -0.00968595  0.20401487
  0.2808283   0.9100895 ]","[-0.01073787 -0.9280584   1.1596895  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.41264084  1.1090682  -0.0076699   0.18714567
  0.28225246  1.1666687 ]",7,72,1.44,False,2872,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01085137 -0.92872113  1.1636242  -0.00579971 -0.29945275 -0.00154065
  0.23284835  0.2313109  -0.44003436  1.1109699  -0.00985324  0.19949095
  0.2821905   0.917259  ]","[-0.01073787 -0.9295924   1.1596895  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2316311  -0.40190297  1.1090682  -0.0076699   0.18100974
  0.28225246  1.1666687 ]",7,73,1.46,False,2873,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01083663 -0.92887074  1.163518   -0.00565793 -0.29953945 -0.0029682
  0.23285371  0.23135115 -0.42960486  1.1117622  -0.00944023  0.19541967
  0.28267962  0.922936  ]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30679616 -0.00306796
  0.23249647  0.2316311  -0.38963112  1.1090682  -0.0076699   0.17333983
  0.28225246  1.1666687 ]",7,74,1.48,False,2874,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01082406 -0.92889184  1.1629936  -0.00590957 -0.29903728 -0.0033707
  0.23283945  0.23138724 -0.4194644   1.1120775  -0.00934187  0.1895659
  0.2823943   0.92803806]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30833015 -0.00153398
  0.23249647  0.2316311  -0.37735927  1.1090682  -0.0076699   0.16873789
  0.28225246  1.1666687 ]",7,75,1.5,False,2875,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01081264 -0.928815    1.1624362  -0.0061461  -0.2990214  -0.00164153
  0.23285466  0.23141949 -0.40602162  1.1120018  -0.00950115  0.18306361
  0.28226483  0.9328035 ]","[-0.01073787 -0.9295924   1.1581556  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2316311  -0.36508745  1.1090682  -0.0076699   0.16260196
  0.28225246  1.1666687 ]",7,76,1.52,False,2876,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01080243 -0.9289464   1.1621209  -0.0057007  -0.29928306 -0.00262217
  0.23289455  0.23144692 -0.39345068  1.1119918  -0.00951579  0.17716636
  0.28231522  0.9368318 ]","[-0.01073787 -0.9280584   1.1581556  -0.00306796 -0.30679616 -0.00153398
  0.23249647  0.2316311  -0.34821364  1.1090682  -0.0076699   0.15646605
  0.28378645  1.1666687 ]",7,77,1.54,False,2877,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01079455 -0.92895585  1.1619608  -0.00587814 -0.29912946 -0.0019566
  0.2328565   0.2314723  -0.37432656  1.1117432  -0.00973784  0.1703271
  0.28371587  0.9407319 ]","[-0.01227185 -0.9295924   1.1581556  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2316311  -0.33287385  1.1090682  -0.0076699   0.1518641
  0.28378645  1.1666687 ]",7,78,1.56,False,2878,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.01091376 -0.92906994  1.1619335  -0.00576627 -0.299116   -0.00269978
  0.23292348  0.23149198 -0.35925734  1.1118684  -0.00934297  0.16529958
  0.2841848   0.94365394]","[-0.01073787 -0.9295924   1.1566216  -0.00306796 -0.30833015 -0.00306796
  0.23249647  0.2316311  -0.320602    1.1075342  -0.0076699   0.1441942
  0.28378645  1.1666687 ]",7,79,1.58,False,2879,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
