selection_rank,index,episode_index,frame_index,timestamp,task_index,coreset_score,action_delta,state_delta,vision_delta,rarity
308,4064,10,64,1.28,0,0.059609197,0.040967077,0.02431676,0.022542853,0.22370544
309,4068,10,68,1.36,0,0.066657476,0.017723111,0.017405828,0.026096232,0.3305258
310,4074,10,74,1.48,0,0.060328458,0.009234954,0.0147597715,0.03523194,0.29732198
311,4079,10,79,1.58,0,0.04786523,0.01067509,0.00917958,0.010328297,0.26167986
312,4084,10,84,1.68,0,0.03934936,0.008659779,0.0071349577,0.019021768,0.19852836
313,4090,10,90,1.8,0,0.04618246,0.0074257036,0.008761604,0.027905053,0.22944531
314,4094,10,94,1.88,0,0.03299678,0.0052156392,0.008691404,0.03436658,0.1360454
315,4127,10,127,2.54,0,0.033214588,0.00863607,0.040183563,0.018596338,0.103313245
316,4146,10,146,2.92,0,0.03489662,0.00840122,0.0049592033,0.020592993,0.1704543
317,4150,10,150,3.0,0,0.08087968,0.019949937,0.012221893,0.059047457,0.37386575
318,4156,10,156,3.12,0,0.10533098,0.01817579,0.021725949,0.05800448,0.5269123
319,4162,10,162,3.24,0,0.12571158,0.028012898,0.02631603,0.080092244,0.5953666
320,4166,10,166,3.32,0,0.09345824,0.02695164,0.022996718,0.050497666,0.43767715
321,4170,10,170,3.4,0,0.07591577,0.01835692,0.018385874,0.051907744,0.34611624
322,4174,10,174,3.48,0,0.057192784,0.016692666,0.017927278,0.023157766,0.27386057
323,4178,10,178,3.56,0,0.053845294,0.015972449,0.016054865,0.022092378,0.25812083
324,4183,10,183,3.66,0,0.06529205,0.008952003,0.018672878,0.026633704,0.33888137
325,4188,10,188,3.76,0,0.056996282,0.0069129523,0.023079714,0.021371026,0.2897604
326,4192,10,192,3.84,0,0.065055564,0.0037375316,0.01779606,0.033999808,0.33865637
327,4197,10,197,3.94,0,0.07998171,0.00600212,0.01307374,0.027142506,0.45217934
328,4202,10,202,4.04,0,0.06664519,0.0060630646,0.013292762,0.04336092,0.33573127
329,4208,10,208,4.16,0,0.06140948,0.007018506,0.007205997,0.034243334,0.3239378
330,4212,10,212,4.24,0,0.04984557,0.0053547565,0.0060388814,0.017782714,0.2801067
331,4216,10,216,4.32,0,0.04537624,0.0030915549,0.0048827315,0.018682016,0.25602004
332,4220,10,220,4.4,0,0.037217565,0.004617489,0.0038416479,0.015808469,0.20459276
333,4224,10,224,4.48,0,0.039445624,0.0061233956,0.0036995774,0.021648495,0.2064361
334,4228,10,228,4.56,0,0.033853937,0.004696432,0.004749928,0.025367301,0.16453919
335,4246,10,246,4.92,0,0.031195795,0.002711485,0.002883598,0.009294873,0.18134771
336,4250,10,250,5.0,0,0.035441797,0.0038345985,0.002924604,0.019758608,0.18952589
337,4322,10,322,6.44,0,0.04757631,0.013638518,0.013649423,0.017371126,0.23365124
338,4326,10,326,6.52,0,0.06667045,0.028887171,0.018649947,0.024696037,0.30482295
339,4332,10,332,6.64,0,0.08961026,0.04040018,0.028616559,0.04122487,0.3867323
340,4336,10,336,6.72,0,0.10908955,0.032025352,0.036855966,0.04833064,0.5105602
341,4340,10,340,6.8,0,0.102444194,0.026330715,0.035011396,0.05680431,0.46849674
342,4347,10,347,6.94,0,0.071088456,0.007475063,0.0098584555,0.027006079,0.3950403
343,4353,10,353,7.06,0,0.08776848,0.0116625335,0.014491369,0.046055198,0.4569997
344,4357,10,357,7.14,0,0.08146492,0.008224326,0.0137485955,0.040505163,0.43348637
345,4362,10,362,7.24,0,0.074659474,0.007070673,0.010566305,0.03414118,0.4067191
346,4366,10,366,7.32,0,0.07870631,0.011212566,0.00842211,0.041994333,0.41451862
347,4370,10,370,7.4,0,0.053577937,0.008659796,0.007867601,0.025040071,0.28213394
348,4374,10,374,7.48,0,0.04395005,0.0089108525,0.0075858636,0.022018233,0.22286816
349,4378,10,378,7.56,0,0.03484056,0.005878347,0.009089425,0.026122266,0.1598681
350,4400,11,0,0.0,0,0.5359987,0.5697151,0.68684155,0.5306771,0.21479167
351,4418,11,18,0.36,0,0.061966307,0.009558518,0.011035467,0.055327993,0.28019974
352,4423,11,23,0.46,0,0.066532776,0.011212561,0.01092824,0.029662464,0.349738
353,4428,11,28,0.56,0,0.07139832,0.014801792,0.008028624,0.048303947,0.34756365
354,4432,11,32,0.64,0,0.06318124,0.012336495,0.010876616,0.029879628,0.324496
355,4437,11,37,0.74,0,0.07730934,0.0120815905,0.009014627,0.029003723,0.42384133
356,4441,11,41,0.82,0,0.06492598,0.013021824,0.010847612,0.023123493,0.34583715
357,4446,11,46,0.92,0,0.070954636,0.018437743,0.011792103,0.03196756,0.3570767
358,4450,11,50,1.0,0,0.0609552,0.028232163,0.012244193,0.020826632,0.2853749
359,4454,11,54,1.08,0,0.05763323,0.046398874,0.017139431,0.025275689,0.20526561
360,4458,11,58,1.16,0,0.044884995,0.03369549,0.025634207,0.009645499,0.16181096
361,4462,11,62,1.24,0,0.036186524,0.009892553,0.017393982,0.011746616,0.16959321
362,4466,11,66,1.32,0,0.041003853,0.016223645,0.0141825685,0.021825125,0.17549102
363,4470,11,70,1.4,0,0.055741545,0.014826627,0.017315064,0.030235525,0.25776386
364,4474,11,74,1.48,0,0.048056714,0.00727566,0.011198605,0.032565013,0.23046218
365,4478,11,78,1.56,0,0.033404455,0.0058783605,0.006320765,0.019080754,0.1666443
366,4488,11,88,1.76,0,0.032667406,0.0032082726,0.003529359,0.026226727,0.16070324
367,4492,11,92,1.84,0,0.034086894,0.0027114835,0.0032443225,0.016489947,0.18802871
368,4530,11,130,2.6,0,0.03488022,0.041399803,0.018628033,0.013727782,0.08200889
369,4546,11,146,2.92,0,0.031766664,0.008179516,0.004395464,0.017948471,0.15545233
370,4550,11,150,3.0,0,0.1046481,0.018549396,0.009470158,0.05191895,0.55205685
371,4556,11,156,3.12,0,0.085189044,0.025291035,0.019693565,0.04158736,0.40677965
372,4560,11,160,3.2,0,0.099602416,0.015552654,0.022145718,0.08326831,0.45203653
373,4564,11,164,3.28,0,0.08999271,0.020181896,0.020683916,0.052085366,0.43157813
374,4568,11,168,3.36,0,0.07209973,0.024658086,0.024149774,0.030540016,0.3319797
375,4572,11,172,3.44,0,0.10165317,0.028113257,0.020503309,0.07354273,0.45534676
376,4576,11,176,3.52,0,0.083445705,0.019819332,0.020503908,0.06607645,0.365759
377,4581,11,181,3.62,0,0.069753505,0.0130602345,0.019813871,0.040249445,0.33444396
378,4585,11,185,3.7,0,0.0349601,0.010405644,0.013684465,0.012188193,0.16566639
379,4598,11,198,3.96,0,0.04665153,0.004696439,0.017915161,0.015721472,0.24399078
380,4603,11,203,4.06,0,0.049720816,0.0030915653,0.025690435,0.01643261,0.25405338
381,4608,11,208,4.16,0,0.056178935,0.0029702743,0.015569508,0.039596636,0.275652
382,4615,11,215,4.3,0,0.060281694,0.005751907,0.0077350857,0.03084912,0.32414985
383,4622,11,222,4.44,0,0.04765864,0.004617502,0.0051714038,0.023712045,0.258811
384,4626,11,226,4.52,0,0.038757667,0.00402179,0.0041366452,0.016392406,0.21478519
385,4680,11,280,5.6,0,0.02967281,0.003208272,0.0020771588,0.014472533,0.16274995
386,4756,11,356,7.12,0,0.046159312,0.009114768,0.005902644,0.022086117,0.23981299
387,4760,11,360,7.2,0,0.084335975,0.014115355,0.01050584,0.057002362,0.41679034
388,4765,11,365,7.3,0,0.098569356,0.027168997,0.018661253,0.0324533,0.5085438
389,4769,11,369,7.38,0,0.12739724,0.021978062,0.026286723,0.032029517,0.70083904
390,4774,11,374,7.48,0,0.075073965,0.028533077,0.023763156,0.026903264,0.34947187
391,4778,11,378,7.56,0,0.11744156,0.031841163,0.03452293,0.045616917,0.5750812
392,4782,11,382,7.64,0,0.09392156,0.025651826,0.034723453,0.056170285,0.4147999
393,4786,11,386,7.72,0,0.07992226,0.029603634,0.014641747,0.02907688,0.3908755
394,4790,11,390,7.8,0,0.090434715,0.041548558,0.025478844,0.044092488,0.38999927
395,4794,11,394,7.88,0,0.109489754,0.023293527,0.02963854,0.07291727,0.50465375
396,4800,12,0,0.0,0,0.4749,0.45414355,0.6134505,0.5127319,0.22936094
397,4804,12,4,0.08,0,0.030000646,0.00085744605,0.014760638,0.029590296,0.12408537
398,4820,12,20,0.4,0,0.03545548,0.0072249854,0.0035882709,0.01900628,0.18185398
399,4824,12,24,0.48,0,0.05159505,0.010675111,0.007628095,0.028053014,0.25958988
400,4828,12,28,0.56,0,0.0697888,0.012775654,0.010255931,0.03472017,0.36048862
401,4833,12,33,0.66,0,0.05641009,0.014801808,0.007925006,0.011803956,0.30864808
402,4837,12,37,0.74,0,0.072862715,0.016178261,0.010610656,0.017195484,0.40165856
403,4842,12,42,0.84,0,0.05399509,0.010879766,0.012423445,0.022830207,0.27582505
404,4846,12,46,0.92,0,0.062024005,0.019501954,0.014803176,0.02684922,0.29856816
405,4852,12,52,1.04,0,0.06288664,0.024253216,0.013347669,0.031993926,0.2870841
406,4858,12,58,1.16,0,0.07014875,0.058720987,0.019444127,0.027150745,0.2529846
407,4865,12,65,1.3,0,0.06761714,0.0124268895,0.017580314,0.011548895,0.37323618
408,4869,12,69,1.38,0,0.05390531,0.009813923,0.014184578,0.015107877,0.2876488
409,4873,12,73,1.46,0,0.033088263,0.008134454,0.009049276,0.0036235705,0.18048662
410,4954,12,154,3.08,0,0.03237238,0.049765177,0.008348623,0.014151236,0.062197376
411,4958,12,158,3.16,0,0.030454021,0.040221978,0.01596743,0.007622811,0.06985846
412,4968,12,168,3.36,0,0.055274222,0.014801816,0.01283501,0.041812103,0.24287872
413,4972,12,172,3.44,0,0.10790695,0.019477433,0.019301506,0.08785016,0.49534622
414,4976,12,176,3.52,0,0.09537341,0.024176333,0.01730816,0.049971398,0.46727866
415,4982,12,182,3.64,0,0.10076858,0.04360347,0.025527546,0.04774901,0.44792148
416,4986,12,186,3.72,0,0.13153067,0.029001461,0.0333307,0.06589982,0.6438168
417,4992,12,192,3.84,0,0.1243986,0.021606939,0.015265863,0.048113476,0.67327553
418,4996,12,196,3.92,0,0.122133024,0.017655903,0.011730952,0.043166492,0.68152726
419,5001,12,201,4.02,0,0.09287308,0.014500698,0.015830811,0.022201454,0.52193177
420,5006,12,206,4.12,0,0.044460963,0.0043720896,0.014916472,0.019236624,0.22928305
421,5012,12,212,4.24,0,0.05010828,0.0060021146,0.026308278,0.020555425,0.24194407
422,5016,12,216,4.32,0,0.07889897,0.0077645066,0.022887493,0.046716906,0.39186856
423,5023,12,223,4.46,0,0.06477304,0.005622653,0.012479514,0.012178307,0.37760437
424,5027,12,227,4.54,0,0.04778363,0.0022685947,0.008994673,0.018491216,0.26745433
425,5033,12,233,4.66,0,0.058165047,0.0049256426,0.006361419,0.016904833,0.3374967
426,5038,12,238,4.76,0,0.053234983,0.009033748,0.0059132245,0.021831715,0.28757957
427,5042,12,242,4.84,0,0.066247016,0.0056226426,0.0077714645,0.054826442,0.32419744
428,5046,12,246,4.92,0,0.052785143,0.004287229,0.0051332354,0.029482538,0.28420445
429,5050,12,250,5.0,0,0.04356531,0.004999741,0.0048391926,0.027524108,0.2248305
430,5054,12,254,5.08,0,0.047796264,0.003637846,0.0054634623,0.03462098,0.24334604
431,5061,12,261,5.22,0,0.05769195,0.0043721464,0.004956218,0.016274761,0.33902633
432,5065,12,265,5.3,0,0.05098783,0.0055568884,0.0052001495,0.013024884,0.29657772
433,5070,12,270,5.4,0,0.05182293,0.004455432,0.0056169885,0.029163217,0.27712318
434,5075,12,275,5.5,0,0.039752275,0.0030915746,0.00495062,0.017711205,0.22003177
435,5082,12,282,5.64,0,0.034998167,0.0012126153,0.0020241141,0.019712474,0.19426402
436,5112,12,312,6.24,0,0.03540533,0.017468771,0.006623204,0.022579761,0.14660347
437,5116,12,316,6.32,0,0.0420015,0.05009249,0.011373947,0.012259044,0.1237392
438,5120,12,320,6.4,0,0.03616601,0.039624795,0.0114377905,0.012575397,0.10862689
439,5124,12,324,6.48,0,0.030351022,0.008584497,0.012697728,0.01124045,0.14241269
440,5129,12,329,6.58,0,0.1447599,0.017976994,0.018423766,0.020690534,0.85792917
441,5134,12,334,6.68,0,0.09211167,0.0215143,0.016830364,0.04011137,0.46897486
442,5138,12,338,6.76,0,0.10505539,0.02452357,0.025430392,0.06081904,0.49939853
443,5142,12,342,6.84,0,0.11452216,0.027176619,0.029945256,0.048865147,0.56871825
444,5148,12,348,6.96,0,0.09374354,0.01620097,0.021814402,0.03223086,0.49707922
445,5154,12,354,7.08,0,0.10407573,0.011439763,0.009295374,0.025983201,0.6083478
446,5158,12,358,7.16,0,0.08991273,0.014626936,0.012549962,0.054643217,0.45330003
447,5163,12,363,7.26,0,0.09245007,0.009033763,0.011213509,0.03450301,0.5190608
448,5170,12,370,7.4,0,0.085255235,0.012065343,0.0066892365,0.0271748,0.48377565
449,5176,12,376,7.52,0,0.06882958,0.008224358,0.0064590117,0.044566028,0.35463193
450,5180,12,380,7.6,0,0.07816352,0.006696858,0.0067387507,0.03343235,0.43851227
451,5184,12,384,7.68,0,0.03605901,0.001485143,0.0037135107,0.017941222,0.20083685
452,5200,13,0,0.0,0,0.6240144,0.76820153,0.8371644,0.4735884,0.18303743
453,5217,13,17,0.34,0,0.031029142,0.0052856356,0.0029843552,0.0035840261,0.18358049
454,5222,13,22,0.44,0,0.055698514,0.0111797275,0.009538255,0.043511845,0.25682056
455,5228,13,28,0.56,0,0.05889384,0.0058783116,0.005748487,0.03170657,0.31648442
456,5233,13,33,0.66,0,0.056011327,0.008043558,0.0036000176,0.01677137,0.3206882
457,5238,13,38,0.76,0,0.055815794,0.009392855,0.009837139,0.03742137,0.27142444
458,5243,13,43,0.86,0,0.047511738,0.005622638,0.004741859,0.014371036,0.2717706
459,5248,13,48,0.96,0,0.051544387,0.0070274137,0.0050036255,0.022484854,0.28141782
460,5252,13,52,1.04,0,0.0493762,0.008987775,0.005821896,0.0258995,0.2553342
461,5256,13,56,1.12,0,0.05355855,0.012845081,0.008308025,0.018199248,0.28290632
462,5260,13,60,1.2,0,0.0663485,0.020694723,0.009512514,0.033099186,0.32301614
463,5264,13,64,1.28,0,0.051860824,0.033204727,0.013870333,0.027799271,0.19881178
464,5270,13,70,1.4,0,0.047942065,0.030183839,0.021876143,0.02966543,0.16328217
465,5274,13,74,1.48,0,0.029719926,0.003183449,0.015182194,0.018753197,0.13414581
466,5282,13,82,1.64,0,0.030087974,0.0053547486,0.00575619,0.014235267,0.15477298
467,5286,13,86,1.72,0,0.04271466,0.0062423036,0.0063431794,0.025551181,0.21704175
468,5290,13,90,1.8,0,0.043306913,0.0069659306,0.0057871407,0.014365104,0.23887184
469,5296,13,96,1.92,0,0.06285461,0.006586172,0.0062431744,0.03413162,0.33637166
470,5300,13,100,2.0,0,0.037666872,0.006530118,0.0077985916,0.033590853,0.16689311
471,5304,13,104,2.08,0,0.031191088,0.0046964237,0.0059252954,0.019476855,0.15464534
472,5308,13,108,2.16,0,0.030732537,0.0043721385,0.0037222423,0.016816847,0.1604501
473,5320,13,120,2.4,0,0.030976597,0.0027114844,0.007692278,0.013289501,0.16521421
474,5342,13,142,2.84,0,0.035079017,0.0042872243,0.0068233614,0.023827711,0.17277145
475,5406,13,206,4.12,0,0.03386832,0.034371395,0.012576602,0.016561128,0.097026
476,5410,13,210,4.2,0,0.033641897,0.030400233,0.017422559,0.014302492,0.10047036
477,5420,13,220,4.4,0,0.049920324,0.008951999,0.009522922,0.026576037,0.25174922
478,5425,13,225,4.5,0,0.10780865,0.017127475,0.019746048,0.04609606,0.5690233
479,5429,13,229,4.58,0,0.13863046,0.020272747,0.022942185,0.07659192,0.7110098
480,5434,13,234,4.68,0,0.19834463,0.033637684,0.03011267,0.116173066,1.0
481,5438,13,238,4.76,0,0.12935552,0.022895567,0.033724103,0.07129035,0.633923
482,5444,13,244,4.88,0,0.109456845,0.017340764,0.017357945,0.0530051,0.57197875
483,5448,13,248,4.96,0,0.08204396,0.025522524,0.017492726,0.050354317,0.37432876
484,5452,13,252,5.04,0,0.08110404,0.014141338,0.017239437,0.05308979,0.39048174
485,5456,13,256,5.12,0,0.04891784,0.005773041,0.01015136,0.026708838,0.25121483
486,5460,13,260,5.2,0,0.04990091,0.005422981,0.011017717,0.03586366,0.24188349
487,5464,13,264,5.28,0,0.0697051,0.0034297816,0.013462365,0.038469624,0.3701445
488,5468,13,268,5.36,0,0.07112245,0.0019173132,0.022260277,0.051156405,0.34731483
489,5472,13,272,5.44,0,0.071298644,0.004722302,0.024218297,0.036341485,0.3633726
490,5477,13,277,5.54,0,0.07411574,0.009155009,0.015025455,0.03444567,0.39029133
491,5484,13,284,5.68,0,0.072416,0.006696863,0.008041801,0.09531249,0.29489017
492,5488,13,288,5.76,0,0.037807725,0.004287235,0.0051369146,0.013061462,0.2117173
493,5494,13,294,5.88,0,0.040630616,0.0030915677,0.0043051676,0.019439949,0.2240819
494,5499,13,299,5.98,0,0.03683755,0.0030915504,0.003993155,0.0070487605,0.21996686
495,5503,13,303,6.06,0,0.029916778,0.002100308,0.004083879,0.008259473,0.1739722
496,5564,13,364,7.28,0,0.039980963,0.016582211,0.011333242,0.01732499,0.1800842
497,5568,13,368,7.36,0,0.091739826,0.026176717,0.022350796,0.0647293,0.40538633
498,5572,13,372,7.44,0,0.08291474,0.020791985,0.024506338,0.045385253,0.38776433
499,5576,13,376,7.52,0,0.085892364,0.037345693,0.023427067,0.04328842,0.3742833
500,5580,13,380,7.6,0,0.10436867,0.03187578,0.037783258,0.059176635,0.45981446
501,5584,13,384,7.68,0,0.074565694,0.027223075,0.035590973,0.038390536,0.31028157
502,5588,13,388,7.76,0,0.04987286,0.007621155,0.010736447,0.030995104,0.24515043
503,5595,13,395,7.9,0,0.070493214,0.008951994,0.010305024,0.026364803,0.3879504
504,5600,14,0,0.0,0,0.5305349,0.52944756,0.70103115,0.46823213,0.35274965
505,5604,14,4,0.08,0,0.073171,0.0021003103,0.013197599,0.07028857,0.3437623
506,5618,14,18,0.36,0,0.034777123,0.007326012,0.0037948822,0.015874706,0.1819708
507,5622,14,22,0.44,0,0.04907489,0.008744294,0.0074327425,0.021517338,0.25851244
508,5626,14,26,0.52,0,0.06722784,0.010580994,0.010907601,0.035950325,0.3454001
509,5630,14,30,0.6,0,0.08311541,0.016132733,0.01202999,0.05314713,0.40783113
510,5637,14,37,0.74,0,0.09113708,0.01628199,0.012936924,0.025058525,0.50626343
511,5641,14,41,0.82,0,0.06331055,0.012710242,0.011471309,0.014431011,0.34924254
512,5645,14,45,0.9,0,0.048271656,0.016277486,0.009801291,0.01747361,0.23837207
513,5652,14,52,1.04,0,0.046723794,0.037109654,0.014236714,0.025450014,0.15875822
514,5657,14,57,1.14,0,0.053453594,0.047206134,0.02388481,0.0063310326,0.1958499
515,5662,14,62,1.24,0,0.053730384,0.0091876285,0.016495075,0.036461435,0.24850391
516,5666,14,66,1.32,0,0.049774557,0.008910847,0.011213569,0.02560094,0.24968088
517,5670,14,70,1.4,0,0.03932635,0.008134438,0.008381514,0.027688546,0.18307854
518,5680,14,80,1.6,0,0.038947303,0.0057519265,0.004615719,0.018262189,0.20809768
519,5684,14,84,1.68,0,0.031934336,0.0049997307,0.004424776,0.012385256,0.17321281
520,5688,14,88,1.76,0,0.03774953,0.0039293156,0.0038012587,0.03072192,0.18495649
521,5718,14,118,2.36,0,0.031445686,0.005144684,0.009379478,0.025731437,0.13911545
522,5754,14,154,3.08,0,0.04215852,0.005490341,0.0040168907,0.03679987,0.20021808
523,5758,14,158,3.16,0,0.031843025,0.004287229,0.0044956417,0.02214774,0.15787765
524,5780,14,180,3.6,0,0.03401831,0.045475565,0.020647632,0.010627515,0.06855385
525,5794,14,194,3.88,0,0.029470535,0.008992965,0.0050639566,0.014509111,0.14286487
526,5798,14,198,3.96,0,0.10655141,0.028515723,0.017289933,0.052978735,0.52669156
527,5804,14,204,4.08,0,0.12776613,0.03451154,0.022324495,0.061765466,0.6310974
528,5808,14,208,4.16,0,0.1270697,0.029354233,0.03234898,0.06340985,0.61904
529,5812,14,212,4.24,0,0.106709205,0.035622742,0.028691439,0.04300963,0.50877315
530,5818,14,218,4.36,0,0.12302677,0.030927552,0.018441817,0.06683009,0.6058943
531,5823,14,223,4.46,0,0.08869669,0.019192249,0.02300476,0.036418267,0.44749096
532,5827,14,227,4.54,0,0.07569259,0.017903998,0.01606162,0.026755633,0.39147913
533,5832,14,232,4.64,0,0.05401738,0.0027114903,0.009814187,0.02514091,0.29553056
534,5839,14,239,4.78,0,0.07549429,0.0040217894,0.03122285,0.035628702,0.3824918
535,5844,14,244,4.88,0,0.06878668,0.012660068,0.018687796,0.028424729,0.35051686
536,5850,14,250,5.0,0,0.06467353,0.010109142,0.010871178,0.04292791,0.3179037
537,5854,14,254,5.08,0,0.045309164,0.0069659264,0.00893269,0.030222343,0.22054885
538,5860,14,260,5.2,0,0.04199052,0.006416526,0.0061819884,0.027766977,0.20838328
539,5866,14,266,5.32,0,0.03887754,0.0042005954,0.004408845,0.020973276,0.20707867
540,5870,14,270,5.4,0,0.046648458,0.003929308,0.004342775,0.023158755,0.25598544
541,5874,14,274,5.48,0,0.058674403,0.0035353447,0.00494373,0.057850257,0.2782569
542,5878,14,278,5.56,0,0.035967372,0.0021002807,0.004561289,0.009811255,0.21092759
543,5882,14,282,5.64,0,0.029786794,0.0014851396,0.0036832658,0.017193835,0.16031812
544,5886,14,286,5.72,0,0.029761208,0.0008574485,0.0031935335,0.014383888,0.16711164
545,5891,14,291,5.82,0,0.031581305,0.0008574485,0.0024637897,0.009173934,0.1891451
546,5958,14,358,7.16,0,0.047794856,0.019019112,0.010713688,0.039388698,0.19075045
547,5963,14,363,7.26,0,0.096860625,0.024910249,0.024490444,0.042115603,0.4766035
548,5967,14,367,7.34,0,0.08543231,0.031329084,0.031588845,0.02577263,0.40084508
549,5972,14,372,7.44,0,0.103931054,0.035694897,0.04194735,0.040151242,0.47275457
550,5976,14,376,7.52,0,0.08006385,0.0379898,0.02655779,0.03822544,0.33714405
551,5980,14,380,7.6,0,0.057114545,0.014373427,0.019942645,0.024154281,0.27373075
552,5984,14,384,7.68,0,0.085998215,0.01121257,0.015973225,0.05662175,0.42616713
553,5990,14,390,7.8,0,0.06727988,0.013448518,0.01265415,0.032003153,0.34272382
554,5996,14,396,7.92,0,0.06782056,0.0042872275,0.008637159,0.03884134,0.36300266
555,6000,15,0,0.0,0,0.4861645,0.46477333,0.6511689,0.5380066,0.1746667
556,6020,15,20,0.4,0,0.04216505,0.0098513,0.0037757251,0.029655874,0.2023946
557,6024,15,24,0.48,0,0.049879964,0.010360556,0.010230153,0.030014407,0.24128419
558,6028,15,28,0.56,0,0.06551168,0.009813913,0.00933656,0.035404287,0.3392773
559,6035,15,35,0.7,0,0.059065007,0.0091385,0.008162807,0.0297432,0.30926687
560,6040,15,40,0.8,0,0.06619242,0.016258733,0.007718143,0.059935886,0.29058903
561,6044,15,44,0.88,0,0.052967392,0.02547236,0.014854536,0.024874315,0.22746567
562,6048,15,48,0.96,0,0.064782694,0.049103774,0.016846046,0.03322408,0.23385893
563,6052,15,52,1.04,0,0.078922644,0.04112332,0.023795487,0.023825405,0.3508284
564,6057,15,57,1.14,0,0.06283747,0.019771134,0.022881811,0.012334837,0.3140894
565,6062,15,62,1.24,0,0.055380993,0.012823886,0.015742578,0.0224809,0.2755784
566,6066,15,66,1.32,0,0.038758263,0.008773761,0.009623934,0.018557452,0.19094732
567,6072,15,72,1.44,0,0.04427724,0.010913972,0.0049383817,0.019184887,0.22951022
568,6084,15,84,1.68,0,0.029873908,0.0058154827,0.003478186,0.031230722,0.12774174
569,6136,15,136,2.72,0,0.030591704,0.04943405,0.012126627,0.01197795,0.048424296
570,6154,15,154,3.08,0,0.07546588,0.01395821,0.017546767,0.048537917,0.36039558
571,6158,15,158,3.16,0,0.11160821,0.026260816,0.01683528,0.06629229,0.5442335
572,6164,15,164,3.28,0,0.10158129,0.028260108,0.01989912,0.04207573,0.50797695
573,6169,15,169,3.38,0,0.12520804,0.023874313,0.024571562,0.06420535,0.63105196
574,6174,15,174,3.48,0,0.10193776,0.021611389,0.027355863,0.063565716,0.47762254
575,6180,15,180,3.6,0,0.07115802,0.02235946,0.02287024,0.029829867,0.3343812
576,6185,15,185,3.7,0,0.06791923,0.023870269,0.017867768,0.016865948,0.33920807
577,6190,15,190,3.8,0,0.06873937,0.015151878,0.015698643,0.03673594,0.33551708
578,6196,15,196,3.92,0,0.03783127,0.007572757,0.007390438,0.018869523,0.19077209
579,6200,15,200,4.0,0,0.041368663,0.00284382,0.011471713,0.02663634,0.20564207
580,6207,15,207,4.14,0,0.05818368,0.0036378321,0.02692291,0.018049639,0.30444866
581,6211,15,211,4.22,0,0.05423326,0.0057519274,0.017199734,0.015076241,0.2943406
582,6215,15,215,4.3,0,0.061110567,0.0053547537,0.011291144,0.023177208,0.3374621
583,6219,15,219,4.38,0,0.050284214,0.0053547216,0.007871044,0.020519506,0.27541617
584,6223,15,223,4.46,0,0.045374908,0.0075240494,0.007629374,0.007329525,0.26001176
585,6228,15,228,4.56,0,0.03140916,0.0069659096,0.0050709345,0.012384596,0.16404806
586,6232,15,232,4.64,0,0.03629945,0.0032082652,0.0044422676,0.021883782,0.19063361
587,6236,15,236,4.72,0,0.039216388,0.0039293156,0.0041418727,0.020895835,0.21054465
588,6240,15,240,4.8,0,0.04502743,0.0069659394,0.004522554,0.018741991,0.24515475
589,6244,15,244,4.88,0,0.04074987,0.004021776,0.0064398255,0.023443144,0.21247669
590,6249,15,249,4.98,0,0.037928425,0.0030915495,0.003950474,0.009229955,0.22367516
591,6253,15,253,5.06,0,0.04353259,0.0037375258,0.0041539725,0.00810591,0.26106325
592,6276,15,276,5.52,0,0.036972918,0.0037375237,0.0054418123,0.014120259,0.20516177
593,6282,15,282,5.64,0,0.029320138,0.0028438275,0.005281371,0.015539568,0.15413041
594,6298,15,298,5.96,0,0.03348323,0.0008574485,0.015398872,0.028135726,0.14866315
595,6328,15,328,6.56,0,0.031685203,0.045130976,0.01685976,0.01292833,0.056282263
596,6344,15,344,6.88,0,0.041871756,0.007376013,0.009692235,0.03493931,0.18754841
597,6348,15,348,6.96,0,0.056737825,0.019038402,0.0109121,0.019171705,0.28368953
598,6352,15,352,7.04,0,0.0981102,0.030084023,0.021760397,0.050033677,0.4642151
599,6356,15,356,7.12,0,0.09595059,0.041085914,0.028362833,0.035759527,0.4369329
600,6360,15,360,7.2,0,0.09431554,0.03626703,0.039977297,0.029731996,0.42796502
601,6364,15,364,7.28,0,0.13927957,0.03182962,0.032935955,0.06895593,0.68444157
602,6368,15,368,7.36,0,0.082404554,0.020525046,0.01518213,0.018729141,0.4449531
603,6375,15,375,7.5,0,0.06718011,0.016582225,0.018847626,0.008589997,0.36344618
604,6379,15,379,7.58,0,0.085564435,0.017883457,0.019459125,0.01650148,0.46876717
605,6384,15,384,7.68,0,0.069444954,0.0078421105,0.0123988455,0.043070268,0.35221958
606,6390,15,390,7.8,0,0.081612214,0.005556891,0.005905255,0.065143205,0.41270125
607,6394,15,394,7.88,0,0.06426523,0.003208243,0.0045501203,0.037349533,0.35111618
608,7200,18,0,0.0,0,0.60404277,0.6387362,0.72578925,0.62295556,0.28865916
609,7222,18,22,0.44,0,0.05679297,0.014193255,0.010374107,0.023383826,0.289239
610,7226,18,26,0.52,0,0.083687834,0.016381482,0.0123813,0.04485338,0.4243043
611,7232,18,32,0.64,0,0.055819605,0.025013793,0.01443054,0.02431081,0.24919625
612,7236,18,36,0.72,0,0.046388082,0.024633747,0.022034736,0.020036077,0.18165709
613,7240,18,40,0.8,0,0.02956555,0.011926914,0.01719613,0.0153108705,0.11509587
614,7248,18,48,0.96,0,0.043445982,0.009139776,0.0062963255,0.03306821,0.20270616
